"ID","Site","Zone","Habitat","Transect","Class","Order","Family","Genus","GenusSpecies","Length","Abundance","a","b","NT","Lm","Lmax","BodyShape","DemersPelag","PriceCateg","UsedasBait","Aquarium","Importance","Comments"
"SSINF2","SSI","N","F","2","Actinopterygii","Perciformes","Gobiidae","Rhinogobiops","Rhinogobiops nicholsii","15",3,NA,NA,NA,NA,NA,"fusiform / normal","demersal","very high","never/rarely","public aquariums",NA,"Found usually in sandy areas near rocks.  Occurs from intertidal areas to 106 m depth.  Retreats to rocks or holes when approached.  Young are found usually offshore among plankton.  Oviparous (Ref. 56079).  A protogynous hermaphrodite (Ref. 34256).  Forms permanent harem groups composed of a single male  and several smaller females (Ref. 55367).  Eggs are guarded by the male (Ref. 56079)."
"SSINF2","SSI","N","F","2","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes serranoides","15",2,0.01,3.07,4.15,34.25,61,"fusiform / normal","reef-associated","medium","never/rarely","never/rarely",NA,"Sometimes found well off bottom, in or near kelp or over rocky reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Viviparous, with planktonic larvae (Ref. 36715)."
"SSINF2","SSI","N","F","2","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","15",2,0.0289,3,NA,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"SSINF2","SSI","N","F","2","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","15",2,0.0289,3,3.6,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"SSINF3","SSI","N","F","3","Actinopterygii","Scorpaeniformes","Hexagrammidae","Oxylebius","Oxylebius pictus","15",2,NA,NA,NA,NA,NA,"fusiform / normal","demersal","unknown","never/rarely","never/rarely",NA,"Found in rocky areas, from the intertidal to 49 m (Ref. 2850).  Sleeps on the oral disc, leaving the anemone (<i>Urticina lofotensis</i>) by day but returning every night (Ref. 45560).  Commonly encountered hovering motionless by divers (Ref. 2850).  Feeds on crustaceans, polychaetes, small mollusks and bryozoans (Ref. 4930).  Neither anterolateral glandular grooves nor venom gland is present (Ref. 57406)."
"SSINF3","SSI","N","F","3","Actinopterygii","Perciformes","Gobiidae","Rhinogobiops","Rhinogobiops nicholsii","15",2,NA,NA,NA,NA,NA,"fusiform / normal","demersal","very high","never/rarely","public aquariums",NA,"Found usually in sandy areas near rocks.  Occurs from intertidal areas to 106 m depth.  Retreats to rocks or holes when approached.  Young are found usually offshore among plankton.  Oviparous (Ref. 56079).  A protogynous hermaphrodite (Ref. 34256).  Forms permanent harem groups composed of a single male  and several smaller females (Ref. 55367).  Eggs are guarded by the male (Ref. 56079)."
"SSINM1","SSI","N","M","1","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis punctipinnis","15",50,0.01479,2.99,2.7,NA,NA,"fusiform / normal","reef-associated","unknown","never/rarely",NA,"minor commercial","Adults occur near bottom over or near rocks, especially over steep banks, and also in kelp beds.  Young school in open ocean.  They retire to rocky holes at night (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Good eating."
"SSINM1","SSI","N","M","1","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",2,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SSINM2","SSI","N","M","2","Actinopterygii","Perciformes","Labridae","Halichoeres","Halichoeres semicinctus","15",1,0.0126,3.0673,3.3,NA,38,"fusiform / normal","reef-associated","very high","never/rarely","commercial",NA,"Found close to rocks near patches of sand and in tide pools.  Dart into sand when disturbed and sleep at night buried in sand with head protruding.  Feed on gastropods, small crustaceans and has been observed to pick ectoparasites from other fishes (Ref. 9311).  Each individual functions first as female but changes to a male at length of about 30 cm.  Pelagic spawners (Ref. 56049)."
"SSINM2","SSI","N","M","2","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",5,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SSINM3","SSI","N","M","3","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis punctipinnis","15",5,0.01479,2.99,2.7,NA,NA,"fusiform / normal","reef-associated","unknown","never/rarely",NA,"minor commercial","Adults occur near bottom over or near rocks, especially over steep banks, and also in kelp beds.  Young school in open ocean.  They retire to rocky holes at night (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Good eating."
"SSINM3","SSI","N","M","3","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",5,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SSISF1","SSI","S","F","1","Actinopterygii","Perciformes","Pomacentridae","Hypsypops","Hypsypops rubicundus","15",3,0.020213841,3.0895,3.2,NA,NA,"short and / or deep","reef-associated","unknown","never/rarely","never/rarely",NA,"Adults occur over rocky bottom in clear water, often near crevices and small caves, occasionally in kelp.  Adults defend a home territory.  Feed mainly on attached invertebrates.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Have been reared in captivity (Ref. 35420)."
"SSISF1","SSI","S","F","1","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",15,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SSISF2","SSI","S","F","2","Actinopterygii","Scorpaeniformes","Hexagrammidae","Oxylebius","Oxylebius pictus","15",1,NA,NA,NA,NA,NA,"fusiform / normal","demersal","unknown","never/rarely","never/rarely",NA,"Found in rocky areas, from the intertidal to 49 m (Ref. 2850).  Sleeps on the oral disc, leaving the anemone (<i>Urticina lofotensis</i>) by day but returning every night (Ref. 45560).  Commonly encountered hovering motionless by divers (Ref. 2850).  Feeds on crustaceans, polychaetes, small mollusks and bryozoans (Ref. 4930).  Neither anterolateral glandular grooves nor venom gland is present (Ref. 57406)."
"SSISF2","SSI","S","F","2","Actinopterygii","Perciformes","Serranidae","Paralabrax","Paralabrax clathratus","15",2,0.00273,3.27,3.93,NA,72,"fusiform / normal","benthopelagic","very high",NA,NA,"commercial","Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
"SSISF2","SSI","S","F","2","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes dallii","15",2,NA,NA,NA,NA,NA,"fusiform / normal","demersal","medium","never/rarely","never/rarely",NA,"Adults occur on or near soft bottom (Ref. 2850).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715)."
"SSISM1","SSI","S","M","1","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",3,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SSISM2","SSI","S","M","2","Actinopterygii","Perciformes","Embiotocidae","Brachyistius","Brachyistius frenatus","15",1,NA,NA,NA,NA,NA,"fusiform / normal","demersal","unknown","never/rarely","public aquariums",NA,"Found among giant kelp, usually up in kelp canopy.  Feed on small crustaceans, especially ones that live on kelp.  Also a cleaner which picks external parasites from other fishes.  Usually occur in large aggregations in summer (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
"SSISM3","SSI","S","M","3","Actinopterygii","Perciformes","Serranidae","Paralabrax","Paralabrax clathratus","15",1,0.00273,3.27,3.93,NA,72,"fusiform / normal","benthopelagic","very high",NA,NA,"commercial","Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
"SMINF1","SMI","N","F","1","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",2,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SMINF1","SMI","N","F","1","Actinopterygii","Scorpaeniformes","Hexagrammidae","Oxylebius","Oxylebius pictus","15",2,NA,NA,NA,NA,NA,"fusiform / normal","demersal","unknown","never/rarely","never/rarely",NA,"Found in rocky areas, from the intertidal to 49 m (Ref. 2850).  Sleeps on the oral disc, leaving the anemone (<i>Urticina lofotensis</i>) by day but returning every night (Ref. 45560).  Commonly encountered hovering motionless by divers (Ref. 2850).  Feeds on crustaceans, polychaetes, small mollusks and bryozoans (Ref. 4930).  Neither anterolateral glandular grooves nor venom gland is present (Ref. 57406)."
"SMINF1","SMI","N","F","1","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","Rhacochilus vacca","15",2,0.0195,3.03,NA,NA,52.71820806,"short and / or deep","demersal","unknown","never/rarely","public aquariums","commercial","Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
"SMINF1","SMI","N","F","1","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","15",2,0.0289,3,NA,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"SMINF1","SMI","N","F","1","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","15",2,0.0289,3,3.6,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"SMINF2","SMI","N","F","2","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",3,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SMINF2","SMI","N","F","2","Actinopterygii","Scorpaeniformes","Hexagrammidae","Oxylebius","Oxylebius pictus","15",2,NA,NA,NA,NA,NA,"fusiform / normal","demersal","unknown","never/rarely","never/rarely",NA,"Found in rocky areas, from the intertidal to 49 m (Ref. 2850).  Sleeps on the oral disc, leaving the anemone (<i>Urticina lofotensis</i>) by day but returning every night (Ref. 45560).  Commonly encountered hovering motionless by divers (Ref. 2850).  Feeds on crustaceans, polychaetes, small mollusks and bryozoans (Ref. 4930).  Neither anterolateral glandular grooves nor venom gland is present (Ref. 57406)."
"SMINF2","SMI","N","F","2","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","Rhacochilus vacca","15",5,0.0195,3.03,NA,NA,52.71820806,"short and / or deep","demersal","unknown","never/rarely","public aquariums","commercial","Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
"SMINF3","SMI","N","F","3","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca jacksoni","15",2,0.053184015,2.864,3.3,NA,39,"short and / or deep","demersal","unknown",NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
"SMINF3","SMI","N","F","3","Actinopterygii","Perciformes","Kyphosidae","Medialuna","Medialuna californiensis","15",2,NA,NA,NA,NA,NA,"fusiform / normal","demersal","unknown",NA,NA,NA,"Often occur in rocky areas and in kelp beds.  Found from inshore areas to 40 m depth.  Feed on seaweed and small invertebrates.  Pelagic spawner (Ref. 56049).  Also caught with harpoons.  The flesh is of excellent quality and is marketed fresh (Ref. 9310)."
"SMINF3","SMI","N","F","3","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",3,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SMINF3","SMI","N","F","3","Actinopterygii","Scorpaeniformes","Hexagrammidae","Oxylebius","Oxylebius pictus","15",1,NA,NA,NA,NA,NA,"fusiform / normal","demersal","unknown","never/rarely","never/rarely",NA,"Found in rocky areas, from the intertidal to 49 m (Ref. 2850).  Sleeps on the oral disc, leaving the anemone (<i>Urticina lofotensis</i>) by day but returning every night (Ref. 45560).  Commonly encountered hovering motionless by divers (Ref. 2850).  Feeds on crustaceans, polychaetes, small mollusks and bryozoans (Ref. 4930).  Neither anterolateral glandular grooves nor venom gland is present (Ref. 57406)."
"SMINM1","SMI","N","M","1","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",48,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SMINM2","SMI","N","M","2","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",21,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SMINM3","SMI","N","M","3","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",10,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SMISF1","SMI","S","F","1","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis punctipinnis","15",50,0.01479,2.99,2.7,NA,NA,"fusiform / normal","reef-associated","unknown","never/rarely",NA,"minor commercial","Adults occur near bottom over or near rocks, especially over steep banks, and also in kelp beds.  Young school in open ocean.  They retire to rocky holes at night (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Good eating."
"SMISF1","SMI","S","F","1","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",11,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SMISF1","SMI","S","F","1","Actinopterygii","Perciformes","Serranidae","Paralabrax","Paralabrax clathratus","15",2,0.00273,3.27,3.93,NA,72,"fusiform / normal","benthopelagic","very high",NA,NA,"commercial","Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
"SMISF2","SMI","S","F","2","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca jacksoni","15",1,0.053184015,2.864,3.3,NA,39,"short and / or deep","demersal","unknown",NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
"SMISF2","SMI","S","F","2","Actinopterygii","Perciformes","Gobiidae","Rhinogobiops","Rhinogobiops nicholsii","15",3,NA,NA,NA,NA,NA,"fusiform / normal","demersal","very high","never/rarely","public aquariums",NA,"Found usually in sandy areas near rocks.  Occurs from intertidal areas to 106 m depth.  Retreats to rocks or holes when approached.  Young are found usually offshore among plankton.  Oviparous (Ref. 56079).  A protogynous hermaphrodite (Ref. 34256).  Forms permanent harem groups composed of a single male  and several smaller females (Ref. 55367).  Eggs are guarded by the male (Ref. 56079)."
"SMISF3","SMI","S","F","3","Actinopterygii","Perciformes","Embiotocidae","Hypsurus","Hypsurus caryi","15",1,NA,NA,NA,NA,NA,"short and / or deep","demersal","unknown",NA,NA,NA,"Adults occur in rocky shores, often at edges of kelp beds, occasionally over sand but not in surf (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205).  Caught mostly by rocky shore fishermen.  Aggregates in the fall."
"SMISF3","SMI","S","F","3","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",3,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SMISF3","SMI","S","F","3","Actinopterygii","Scorpaeniformes","Hexagrammidae","Oxylebius","Oxylebius pictus","15",1,NA,NA,NA,NA,NA,"fusiform / normal","demersal","unknown","never/rarely","never/rarely",NA,"Found in rocky areas, from the intertidal to 49 m (Ref. 2850).  Sleeps on the oral disc, leaving the anemone (<i>Urticina lofotensis</i>) by day but returning every night (Ref. 45560).  Commonly encountered hovering motionless by divers (Ref. 2850).  Feeds on crustaceans, polychaetes, small mollusks and bryozoans (Ref. 4930).  Neither anterolateral glandular grooves nor venom gland is present (Ref. 57406)."
"SMISF3","SMI","S","F","3","Actinopterygii","Perciformes","Serranidae","Paralabrax","Paralabrax clathratus","15",1,0.00273,3.27,3.93,NA,72,"fusiform / normal","benthopelagic","very high",NA,NA,"commercial","Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
"SMISF3","SMI","S","F","3","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes serranoides","15",1,0.01,3.07,4.15,34.25,61,"fusiform / normal","reef-associated","medium","never/rarely","never/rarely",NA,"Sometimes found well off bottom, in or near kelp or over rocky reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Viviparous, with planktonic larvae (Ref. 36715)."
"SMISM1","SMI","S","M","1","Actinopterygii","Perciformes","Kyphosidae","Girella","Girella nigricans","15",7,0.0155,3.03,2.8,NA,66,"short and / or deep","benthopelagic","medium","never/rarely","never/rarely","commercial","A resident intertidal species with homing behavior (Ref. 32612).  Can leave tide pools if aquatic conditions become inhospitable (Ref. 31184).  Also found near or over rocks and in kelp beds up to about 30 m depth.  Feed mainly on seaweed, occasionally takes invertebrates.  Form dense schools in spring in kelp beds.  Pelagic spawner (Ref. 56049).  Breathe air when out of water (Ref. 31184).  Considered an important game fish and may incidentally be caught in commercial fishing activities (Ref. 9310).  Marketed fresh (Ref. 9310)."
"SMISM1","SMI","S","M","1","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",17,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SMISM1","SMI","S","M","1","Actinopterygii","Perciformes","Serranidae","Paralabrax","Paralabrax clathratus","15",2,0.00273,3.27,3.93,NA,72,"fusiform / normal","benthopelagic","very high",NA,NA,"commercial","Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
"SMISM1","SMI","S","M","1","Actinopterygii","Perciformes","Embiotocidae","Phanerodon","Phanerodon furcatus","15",2,NA,NA,NA,NA,NA,"fusiform / normal","demersal","unknown","never/rarely","never/rarely","minor commercial","Adults often occur near piers, docks, in bays and sandy areas, but usually in quiet water and offshore areas near rocks (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
"SMISM2","SMI","S","M","2","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","15",55,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SMISM2","SMI","S","M","2","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","Rhacochilus vacca","15",2,0.0195,3.03,NA,NA,52.71820806,"short and / or deep","demersal","unknown","never/rarely","public aquariums","commercial","Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
